aio:Regression_Analysis	Regression Analysis	skos:closeMatch	cso:regression_analysis	regression analysis	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	rdfs:label	regression analysis
aio:Regression_Analysis	Regression Analysis	skos:closeMatch	cso:regression_analysis	regression analysis	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	regression analysis
aio:Regression_Analysis	Regression Analysis	skos:closeMatch	cso:regression_model	regression model	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	rdfs:label	regression model
aio:Reinforcement_Learning	Reinforcement Learning	skos:closeMatch	cso:reinforcement_learning	reinforcement learning	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	reinforcement learning
aio:SVM	Support Vector Machine	skos:closeMatch	cso:support_vector_machine	support vector machine	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	support vector machine
aio:SVM	Support Vector Machine	skos:closeMatch	cso:svm	svm	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	rdfs:label	svm
aio:Societal_Bias	Societal Bias	skos:closeMatch	aio:Systemic_Bias	Systemic Bias	semapv:LexicalMatching	oaklib	0.5	rdfs:label	oio:hasExactSynonym	societal bias
aio:Supervised_Clustering	Supervised Clustering	skos:closeMatch	aio:Unsupervised_Clustering	Unsupervised Clustering	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	cluster analysis
aio:Supervised_Clustering	Supervised Clustering	skos:closeMatch	cso:cluster_analysis	cluster analysis	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	rdfs:label	cluster analysis
aio:Unsupervised_Clustering	Unsupervised Clustering	skos:closeMatch	cso:cluster_analysis	cluster analysis	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	rdfs:label	cluster analysis
aio:Unsupervised_Learning	Unsupervised Learning	skos:closeMatch	cso:unsupervised_learning	unsupervised learning	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	unsupervised learning
